SID,DOM_TYPE,DESL_MEAN,CLAT_MEAN,CLON_MEAN,YEAR_START,MONTH_START,DAY_START,AREA_MAX,AREA_MEAN,OVERLAP_MEAN,DURATION,BI_MAX,BI_MEAN,Z500_MAX,Z500_MEAN,PERC_RIDGE,PERC_OMEGA,PERC_HYBRID,PERC_REX,PERC_POLAR
2019053,Rex block (polar),,80.56879844291257,91.87200671469972,2019,5,23,1605206,1228328.6,0.57475,5,1.5883207321166992,0.3727401042519646,5537.2,5486.9400000000005,0.0,0.0,0,0.0,1.0
2019054,Ridge,,43.910152624453026,-134.30961085869694,2019,5,23,1966691,1232889.5454545454,0.6983999999999999,11,3.841674327850342,2.469458524690087,5911.0,5848.736363636365,0.9090909090909091,0.09090909090909091,0,0.0,0.0
2019055,Rex block,,65.26773402001167,-163.83391099127684,2019,5,23,2408826,1767109.6,0.6332500000000001,5,2.1724462509155273,1.1627948048416181,5641.2,5615.92,0.0,0.0,0,1.0,0.0
2019056,Ridge,,42.755814153052995,153.11269939592276,2019,5,25,2183575,1591689.6666666667,0.7364,6,3.8879871368408203,2.3891280922369647,5840.2,5819.483333333334,1.0,0.0,0,0.0,0.0
2019057,Rex block,,54.31804635786341,-117.67988148176165,2019,5,26,1412731,1286256.75,0.7986666666666666,4,3.589141368865967,3.0546392105052784,5740.0,5729.05,0.0,0.5,0,0.5,0.0
2019058,Rex block (polar),,81.20054136739641,-85.22017956397238,2019,5,27,3924210,2479978.5,0.6766,6,1.7776012420654297,0.2366888991100317,5631.0,5586.516666666666,0.0,0.0,0,0.0,1.0
2019059,Rex block,,68.58761712954532,87.69015706124863,2019,5,28,2853555,1515990.3333333333,0.5964999999999999,9,2.537524700164795,1.0405518488609522,5701.2,5628.9,0.0,0.0,0,0.6666666666666666,0.3333333333333333
2019060,Ridge,,43.94349449885519,-98.7497201524126,2019,5,31,2081206,1257634.9090909092,0.6501,11,3.148484230041504,1.7945855566313398,5894.8,5824.354545454546,1.0,0.0,0,0.0,0.0
2019061,Rex block,,71.35225277088624,-145.3569716964491,2019,6,1,2628907,1718443.1666666667,0.6424,6,2.112865447998047,0.59725056235301,5615.0,5578.533333333333,0.0,0.0,0,0.6666666666666666,0.3333333333333333
2019062,Rex block,,66.84128001245853,-18.026534422854418,2019,6,3,5373910,2905273.9411764704,0.7429375,17,2.7057528495788574,0.7920383277217585,5699.5,5644.700000000001,0.0,0.0,0,1.0,0.0
2019063,Ridge,,48.34486482669702,-35.25787570784768,2019,6,4,5024375,1750261.2222222222,0.644875,9,3.2866835594177246,2.211973897057443,5895.0,5866.022222222222,0.7777777777777778,0.1111111111111111,0,0.0,0.0
2019064,Rex block,,67.7683815498486,-23.1757343856751,2019,6,6,3377163,1791683.6,0.57125,5,2.491748332977295,0.7678130371849189,5714.5,5638.52,0.0,0.0,0,1.0,0.0
