SID,DOM_TYPE,DESL_MEAN,CLAT_MEAN,CLON_MEAN,YEAR_START,MONTH_START,DAY_START,AREA_MAX,AREA_MEAN,OVERLAP_MEAN,DURATION,BI_MAX,BI_MEAN,Z500_MAX,Z500_MEAN,PERC_RIDGE,PERC_OMEGA,PERC_HYBRID,PERC_REX,PERC_POLAR
2000015,Rex block,,54.858180571526574,69.73325468781937,2000,3,3,1177560,1006440.0,0.6073333333333334,4,4.492843151092529,3.6443758068453285,5615.8,5592.25,0.0,0.0,0,1.0,0.0
2000016,Rex block (polar),,81.76118185596674,-36.333218555363324,2000,3,4,1773410,1042896.8571428572,0.6185,7,1.3155102729797363,0.19030587370618415,5317.0,5223.628571428571,0.0,0.0,0,0.0,1.0
2000017,Ridge,,39.393422797723645,-119.95991561725583,2000,3,11,1734577,1385949.1666666667,0.6188,6,3.710329532623291,2.4309959148531655,5767.2,5751.966666666667,1.0,0.0,0,0.0,0.0
2000018,Ridge,,42.9417662862204,74.56837224165957,2000,3,19,6619960,2182826.796296296,0.692867924528302,54,4.809319972991943,2.0953246759286186,5860.2,5755.614814814815,0.8888888888888888,0.09259259259259259,0,0.018518518518518517,0.0
2000019,Rex block (polar),,76.56208419782455,-169.99321716318934,2000,3,26,1998908,1202523.1666666667,0.6284,6,1.4827609062194824,0.5681725901084654,5279.2,5212.166666666667,0.0,0.0,0,0.3333333333333333,0.6666666666666666
2000020,Rex block,,63.96251973082719,-77.24034313367375,2000,3,28,1844297,1553810.5,0.654,4,2.5380730628967285,1.4469296139594696,5521.0,5497.5,0.0,0.0,0,1.0,0.0
2000021,Ridge,,49.43581243017869,-28.212090809652256,2000,3,28,5026600,2275268.5714285714,0.6778333333333334,7,4.200482368469238,2.7054167544005314,5756.8,5730.671428571428,0.42857142857142855,0.0,0,0.2857142857142857,0.0
2000022,Ridge,,42.27656921947368,-127.2759089896063,2000,3,30,2404631,1402231.8181818181,0.6500000000000001,11,4.8084259033203125,2.726306062032309,5897.0,5820.963636363637,1.0,0.0,0,0.0,0.0
2000023,Ridge,,42.53592695898467,46.66989108969414,2000,4,1,3411825,1849581.5,0.7276,6,3.645801544189453,1.883400589470659,5728.5,5714.95,1.0,0.0,0,0.0,0.0
2000024,Rex block,,68.43171445129705,-34.706002087648265,2000,4,1,5282061,2455327.4210526315,0.6893888888888888,19,3.7505149841308594,1.802244120981011,5643.2,5483.805263157896,0.0,0.0,0,1.0,0.0
2000025,Rex block (polar),,77.53994732500578,-85.91674723531428,2000,4,8,1169353,754547.0,0.7098333333333332,7,1.466691493988037,0.2316951063053832,5314.0,5244.0,0.0,0.0,0,0.2857142857142857,0.7142857142857143
2000026,Omega block,,54.943572191722346,-25.191172551516583,2000,4,8,6348498,2789110.0,0.5681666666666666,7,5.792510509490967,3.3734899952397863,5811.0,5730.328571428572,0.0,0.42857142857142855,0,0.2857142857142857,0.0
2000027,Ridge,,45.08953404070949,-111.6041961373223,2000,4,10,3798261,1395714.857142857,0.6273333333333333,7,4.277300834655762,2.6353703258225587,5779.8,5716.542857142857,0.5714285714285714,0.0,0,0.2857142857142857,0.0
2000028,Rex block,,68.18427390458852,-39.08572871390186,2000,4,15,1769822,1368719.0,0.6694999999999999,7,3.085172176361084,1.6712764155239273,5519.5,5483.628571428571,0.0,0.0,0,1.0,0.0
2000029,Rex block (polar),,81.29846711905601,-77.66394428058567,2000,4,19,2655787,1549251.7692307692,0.65075,13,1.9330978393554688,0.3637517074508771,5497.5,5382.446153846153,0.0,0.0,0,0.0,1.0
2000030,Rex block,,57.77731348510442,132.84604970772122,2000,4,22,2226935,1705574.8,0.67625,5,2.782583236694336,1.6671238724723487,5551.5,5531.54,0.0,0.0,0,1.0,0.0
2000031,Ridge,,42.24755350807995,-41.471155264062396,2000,4,22,1446092,1240737.0,0.61625,5,2.6617884635925293,2.1933020245894315,5812.0,5783.42,1.0,0.0,0,0.0,0.0
2000032,Rex block,,52.38778869746061,-83.33419645404663,2000,4,24,1121938,856695.75,0.7026666666666666,4,3.137326240539551,2.3585060840113123,5692.2,5662.225,0.0,0.0,0,1.0,0.0
2000033,Rex block,,64.37688683576891,-137.34406792186553,2000,4,25,1160166,952871.25,0.5716666666666667,4,2.0064711570739746,1.1320770583679978,5498.5,5457.325,0.0,0.0,0,1.0,0.0
2000034,Ridge,,50.192513248893526,-36.23248994468475,2000,4,26,6853377,3288095.4,0.6899999999999998,15,4.5711517333984375,2.1732203106924985,5835.2,5758.933333333333,0.4,0.3333333333333333,0,0.13333333333333333,0.0
2000035,Rex block,,54.9142601703438,144.08949947144154,2000,4,27,1151420,891087.75,0.6936666666666667,4,2.712082862854004,2.0244405410446964,5576.8,5558.75,0.0,0.0,0,1.0,0.0
2000036,Ridge,,43.21150119992302,-102.93789705917307,2000,4,28,2893109,2127356.0,0.6132,6,4.222965240478516,2.5768827197367847,5829.2,5797.116666666666,1.0,0.0,0,0.0,0.0
2000037,Rex block,,69.77518161793473,-60.52047441355823,2000,5,3,3021383,1346022.5652173914,0.6256363636363637,23,2.594876289367676,1.0226124802386052,5599.5,5466.052173913044,0.0,0.0,0,0.6521739130434783,0.34782608695652173
2000038,Ridge,,48.99289192062464,-7.214637253819524,2000,5,6,5694696,3511213.3529411764,0.769625,17,4.638779163360596,2.072465663851025,5869.0,5805.05294117647,0.5294117647058824,0.17647058823529413,0,0.058823529411764705,0.0
2000039,Rex block,,67.82425723093475,-94.18062830234916,2000,5,11,2351965,1705113.2222222222,0.768375,9,2.277100086212158,1.1861451468135495,5618.5,5545.722222222223,0.0,0.0,0,1.0,0.0
2000040,Rex block,,54.484700862332,-135.35396317896527,2000,5,12,1321718,899967.5,0.6226666666666666,4,3.6625266075134277,2.387913294394014,5668.8,5643.15,0.0,0.0,0,1.0,0.0
2000041,Ridge,,45.16798660064026,74.73544286868665,2000,5,14,4115170,1932904.5,0.7248000000000001,16,3.156602382659912,1.4763942678641195,5802.0,5786.1,0.8125,0.1875,0,0.0,0.0
2000042,Rex block,,75.02016167061437,130.69917310947298,2000,5,16,2027827,1445852.4,0.74325,5,2.1460652351379395,1.206039696586487,5605.0,5546.780000000001,0.0,0.0,0,0.6,0.4
2000043,Rex block,,68.22623814004639,49.0522623538007,2000,5,17,1893301,1296202.4285714286,0.6738333333333334,7,3.8643360137939453,1.719462086062119,5689.2,5585.342857142857,0.0,0.0,0,1.0,0.0
2000044,Ridge,,43.48227088782507,-120.64767011348081,2000,5,18,1232116,966806.0,0.7776666666666667,4,2.309739589691162,1.8601007217710668,5859.2,5826.75,1.0,0.0,0,0.0,0.0
2000045,Ridge,,44.84312486609486,7.589177311979622,2000,5,23,2659919,1600315.5,0.6173333333333334,4,2.2367358207702637,0.9699672279865995,5785.5,5776.0,0.75,0.25,0,0.0,0.0
2000046,Rex block,,62.61845529123063,-60.45460192309247,2000,5,25,3900706,1780617.4,0.62,5,2.311873435974121,1.5308910519092975,5647.5,5614.3,0.0,0.0,0,1.0,0.0
2000047,Rex block (polar),,77.61174874171438,-48.0765537997076,2000,5,25,4006236,2848998.5,0.7643333333333334,4,1.379072666168213,0.3703158161544571,5526.5,5495.95,0.0,0.0,0,0.0,1.0
2000048,Rex block (polar),,80.50642814737625,-14.657419978189518,2000,5,28,1395500,791718.8,0.744,5,0.9178876876831055,0.2703086453239118,5434.5,5395.14,0.0,0.0,0,0.0,1.0
2000049,Ridge,,51.09446813746472,43.88789019227402,2000,5,30,6082811,2799043.6,0.7037777777777777,10,3.202986717224121,1.6359167712740685,5858.0,5798.0199999999995,0.6,0.2,0,0.2,0.0
2000050,Ridge,,43.91868616909798,-2.821456548595172,2000,5,30,2173523,1269730.25,0.47000000000000003,4,2.923119068145752,1.7676118962348453,5882.5,5864.6,1.0,0.0,0,0.0,0.0
2000051,Rex block,,61.88723038520776,-147.38883736855482,2000,6,1,4535471,2262720.4285714286,0.6558333333333334,7,3.4536242485046387,2.0207994565358334,5689.8,5663.271428571429,0.0,0.0,0,1.0,0.0
2000052,Ridge,,46.12953752138166,107.58784089992926,2000,6,1,2890463,1851314.0,0.841,5,2.842843532562256,1.6888867647559553,5799.5,5790.66,1.0,0.0,0,0.0,0.0
2000053,Rex block,,71.94048362448355,-38.7256280053881,2000,6,4,3313868,1821471.2222222222,0.653,9,1.9999265670776367,0.8859004159727633,5587.5,5530.788888888889,0.0,0.0,0,0.8888888888888888,0.1111111111111111
2000054,Ridge,,46.45150465886553,-103.93547507497365,2000,6,5,1092726,763514.8,0.7565000000000001,5,3.1858086585998535,2.287966284882004,5858.5,5849.24,1.0,0.0,0,0.0,0.0
2000055,Rex block,,55.45625076874016,121.73668748930247,2000,6,6,3368577,1993298.375,0.7098571428571429,8,3.1787991523742676,2.1069515013227536,5855.2,5743.7125,0.375,0.0,0,0.5,0.0
2000056,Rex block,,69.32143804336562,-151.45208527113365,2000,6,8,5831082,2922243.0,0.7885,11,2.604353427886963,0.7798046239257954,5634.5,5589.609090909091,0.0,0.0,0,1.0,0.0
2000057,Ridge,,48.69875797762584,11.194071018519276,2000,6,9,3591157,2210265.8666666667,0.7716428571428572,15,3.884899616241455,2.3015475230588174,5914.8,5868.419999999999,0.9333333333333333,0.06666666666666667,0,0.0,0.0
2000058,Ridge,,46.04556774023603,-78.66613943915216,2000,6,11,1008412,750536.3333333334,0.6066,6,3.176450729370117,2.053120681085129,5834.8,5816.466666666666,1.0,0.0,0,0.0,0.0
2000059,Rex block (polar),,74.80726186609012,-76.44529570633996,2000,6,14,3773045,1608563.1666666667,0.7276521739130434,24,2.027904987335205,0.6674067024352269,5699.2,5602.074999999998,0.0,0.0,0,0.375,0.625
2000060,Omega block,,51.576856086467586,82.66933163988544,2000,6,15,7448107,4861898.333333333,0.7897500000000001,9,3.015458583831787,1.7892975496119088,5873.5,5838.3,0.1111111111111111,0.8888888888888888,0,0.0,0.0
2000061,Rex block (polar),,75.15150431364765,-14.820361757389984,2000,6,20,1336371,948057.5,0.5753333333333334,4,1.0211467742919922,0.5771329191936894,5585.5,5543.55,0.0,0.0,0,0.5,0.5
2000062,Rex block,,64.45331318873993,-89.30546708322784,2000,6,22,3833825,1733222.1904761905,0.6537000000000001,21,2.5702834129333496,1.2800163422713484,5837.5,5738.638095238095,0.0,0.09523809523809523,0,0.6666666666666666,0.09523809523809523
2000063,Rex block,,64.37760088275907,26.40309356914238,2000,6,22,4076391,2285391.5,0.752090909090909,12,2.8919219970703125,1.6520931988255991,5795.2,5758.541666666667,0.0,0.0,0,1.0,0.0
2000064,Ridge,,48.07156352677069,-16.937324557058393,2000,6,23,1757688,1382873.25,0.7306666666666667,4,2.53598690032959,1.7899689986744027,5897.2,5867.975,1.0,0.0,0,0.0,0.0
2000065,Ridge,,46.73897125569386,-124.67376765093465,2000,6,23,2190440,1426789.2857142857,0.835,7,2.629828453063965,1.6300505793433655,5881.0,5852.385714285715,1.0,0.0,0,0.0,0.0
2000066,Ridge,,46.35360067669827,62.85130531209482,2000,6,28,1539981,1131594.6,0.66475,5,1.69907808303833,1.2697249670529795,5850.5,5831.14,1.0,0.0,0,0.0,0.0
2000067,Ridge,,46.83221531805031,-98.73803968028336,2000,7,1,1065574,746051.6666666666,0.750125,9,2.230691909790039,1.502898200522982,5865.0,5847.188888888889,1.0,0.0,0,0.0,0.0
2000068,Ridge,,48.278838156104044,-146.54953386260607,2000,7,2,1559748,1182826.4285714286,0.8375,7,2.7678847312927246,2.0699584998463445,5919.2,5898.199999999999,1.0,0.0,0,0.0,0.0
2000069,Ridge,,48.133484310275065,121.34137990643701,2000,7,2,3275947,1970016.3333333333,0.6585999999999999,6,2.0144104957580566,1.3362007490133507,5886.8,5857.516666666666,1.0,0.0,0,0.0,0.0
2000070,Ridge,,45.384261301503976,29.280498588772858,2000,7,2,1462778,989654.0,0.6663333333333333,4,1.87453031539917,1.3056852916876474,5868.0,5857.25,1.0,0.0,0,0.0,0.0
2000071,Ridge,,48.56056466685663,-33.95302688969675,2000,7,3,1720694,1127431.923076923,0.6589166666666666,13,3.732788562774658,2.4299079461151187,5950.2,5899.646153846154,1.0,0.0,0,0.0,0.0
2000072,Omega block,,63.00665393979939,70.56357232234646,2000,7,11,9988663,3673916.117647059,0.725,17,3.8228750228881836,1.7830432193076542,5934.0,5812.323529411765,0.0,0.7058823529411765,0,0.29411764705882354,0.0
2000073,Rex block,,64.73191515647142,107.76954202445614,2000,7,13,3119693,1836475.6666666667,0.7238749999999999,9,2.78475284576416,1.3453023403628181,5779.8,5747.5666666666675,0.0,0.0,0,1.0,0.0
2000074,Ridge,,48.97731084639815,-132.71100042571754,2000,7,14,2260817,1135019.6,0.6791111111111109,10,2.3756027221679688,1.450121797319728,5896.2,5856.7699999999995,1.0,0.0,0,0.0,0.0
2000075,Rex block,,65.70659211393037,6.005949714870006,2000,7,23,5069395,2659454.714285714,0.7608333333333334,7,2.639627456665039,1.1714693420421263,5888.2,5768.0428571428565,0.0,0.0,0,0.8571428571428571,0.0
2000076,Omega block,,52.21999795351941,24.935420226020675,2000,7,24,3711824,3165922.4,0.8745,5,3.3086538314819336,2.242277722529716,5939.0,5922.6,0.4,0.6,0,0.0,0.0
2000077,Ridge,,50.41053729951913,77.15393550810454,2000,7,25,3281865,1829495.7894736843,0.7153333333333333,19,2.518022060394287,1.5637641576942682,5943.8,5867.757894736842,1.0,0.0,0,0.0,0.0
2000078,Ridge,,49.219748861012896,-106.20304533566032,2000,7,27,3188753,1791670.2222222222,0.7215,9,2.705085277557373,1.6291775554732344,5925.0,5891.966666666666,1.0,0.0,0,0.0,0.0
2000079,Rex block (polar),,79.05795786775825,-129.82261048853437,2000,7,27,3942353,2204432.875,0.7238571428571429,8,2.1107077598571777,0.3695941469879859,5725.2,5682.7,0.0,0.0,0,0.0,1.0
2000080,Rex block,,71.42069955220694,93.39655768841574,2000,7,31,1363651,1007647.4,0.8555,5,1.315903663635254,0.8605936605043049,5723.2,5711.68,0.0,0.0,0,1.0,0.0
2000081,Ridge,,52.5727578850643,-103.84466213698924,2000,8,3,4083362,2269262.8333333335,0.7963529411764706,18,3.512430191040039,2.0291637155671234,5973.0,5901.566666666667,0.8888888888888888,0.1111111111111111,0,0.0,0.0
2000082,Ridge,,49.49086570283506,-17.903083289741755,2000,8,3,2104893,1517650.1666666667,0.7658,6,2.2601842880249023,1.4668682603332597,5931.5,5901.650000000001,1.0,0.0,0,0.0,0.0
2000083,Rex block (polar),,75.05150553008428,64.00686609100032,2000,8,5,1247588,815878.4,0.65675,5,1.2962937355041504,0.7561999668113735,5636.0,5616.5199999999995,0.0,0.0,0,0.4,0.6
2000084,Rex block (polar),,76.16716099869316,13.181500186461914,2000,8,11,5011809,2530091.6363636362,0.6538999999999999,11,2.1338343620300293,0.5858509227297376,5722.8,5668.127272727273,0.0,0.0,0,0.18181818181818182,0.8181818181818182
2000085,Ridge,,49.658009706533434,33.09117172838846,2000,8,20,1597704,1156387.5,0.6713333333333334,4,2.635204792022705,2.1632743558825633,5887.5,5865.625,1.0,0.0,0,0.0,0.0
2000086,Rex block (polar),,77.74715918493153,-36.027090908849964,2000,8,23,1953025,1604330.7142857143,0.6786666666666666,7,1.986527442932129,0.9803452971882896,5663.8,5633.071428571428,0.0,0.0,0,0.0,1.0
2000087,Rex block,,59.89205419798606,32.860272386685445,2000,8,26,1688449,1308006.0,0.8048,6,3.093421459197998,2.219629625664915,5839.2,5797.400000000001,0.0,0.3333333333333333,0,0.6666666666666666,0.0
2000088,Ridge,,48.971826251300485,-149.79951972314387,2000,8,26,1237621,999693.5,0.7494285714285714,8,3.319871425628662,2.44012090791857,5937.5,5919.3125,1.0,0.0,0,0.0,0.0
2000089,Rex block (polar),,76.9092670048558,-61.73254743494079,2000,8,30,2156131,1246344.25,0.6941428571428572,8,2.2285938262939453,0.45201159649268075,5662.5,5519.387500000001,0.0,0.0,0,0.25,0.75
2000090,Rex block,,65.90928915568517,-124.66203724617012,2000,8,31,1718846,1058830.8,0.55,5,3.2912611961364746,2.467881620245636,5739.2,5700.02,0.0,0.2,0,0.8,0.0
2000091,Rex block (polar),,77.51719365575715,-29.764022274517565,2000,9,5,2120802,1103770.0,0.6069166666666665,13,2.3438096046447754,0.7353643367268057,5598.0,5471.592307692307,0.0,0.0,0,0.38461538461538464,0.6153846153846154
2000092,Ridge,,49.21228016843208,9.434053726968623,2000,9,8,1945314,1464902.0,0.718,4,2.1653294563293457,1.5433939241541574,5888.2,5863.0,1.0,0.0,0,0.0,0.0
2000093,Ridge,,48.839730713801934,-118.84509545100832,2000,9,13,1410241,1032556.0,0.6095,5,3.9354324340820312,3.109886870685725,5892.2,5866.9,1.0,0.0,0,0.0,0.0
2000094,Ridge,,49.5465383376999,-38.61163582964197,2000,9,13,1590101,1121404.1666666667,0.5262,6,4.385590553283691,2.3961842309170103,5861.8,5848.883333333332,1.0,0.0,0,0.0,0.0
2000095,Rex block,,59.101354005149254,-85.24668483485895,2000,9,16,1584163,1182913.25,0.6203333333333333,4,1.4676809310913086,0.6816580990676707,5663.5,5604.825,0.25,0.0,0,0.75,0.0
2000096,Omega block,,62.572810920821006,10.198779105576762,2000,9,19,3060708,2131836.8333333335,0.5122000000000001,6,4.758250713348389,3.013480307273681,5811.8,5759.516666666666,0.0,0.6666666666666666,0,0.3333333333333333,0.0
2000097,Ridge,,49.05090850613728,-129.8218760956536,2000,9,19,1819131,1193720.7272727273,0.6651999999999999,11,4.469788074493408,2.7638026876197452,5953.0,5843.227272727273,1.0,0.0,0,0.0,0.0
2000098,Rex block (polar),,74.54967862893993,-40.150792368126346,2000,9,25,3512898,2051119.0,0.5743333333333333,4,3.1515121459960938,0.7156341738868528,5654.2,5487.425,0.0,0.0,0,0.5,0.5
2000099,Rex block (polar),,79.10365713442991,-47.14902294651444,2000,9,28,1392981,1077391.6666666667,0.7415999999999999,6,1.0765552520751953,0.25896858801823125,5424.2,5334.650000000001,0.0,0.0,0,0.0,1.0
2000100,Rex block,,62.855264356625504,138.34053223221528,2000,9,29,1061609,925138.0,0.5858,6,2.8279900550842285,1.8746902544759318,5664.2,5615.5,0.0,0.0,0,1.0,0.0
2000101,Omega block,,59.055568760008356,43.845104595085104,2000,10,1,4388095,2693691.933333333,0.7725714285714285,15,4.744148254394531,2.835356611510109,5843.0,5754.9400000000005,0.0,0.6,0,0.4,0.0
2000102,Rex block,,71.78437258455911,-95.10963190636372,2000,10,2,1783349,1512159.5,0.6706666666666666,4,1.784980297088623,1.047348686530777,5440.5,5424.925,0.0,0.0,0,0.75,0.25
2000103,Ridge,,47.51743849592504,-121.93024287535043,2000,10,3,2783394,1150873.857142857,0.5116666666666667,7,3.955507278442383,2.5860554728889977,5809.5,5798.357142857143,0.8571428571428571,0.0,0,0.0,0.0
2000104,Ridge,,51.33548981070409,19.922175325615854,2000,10,13,3909624,2618407.285714286,0.7393846153846154,14,6.39423131942749,2.937472831000426,5836.8,5815.278571428572,0.5714285714285714,0.07142857142857142,0,0.07142857142857142,0.0
2000105,Rex block (polar),,78.75462551105512,-115.66282608360856,2000,10,13,4269304,1710346.1,0.604,10,2.707552909851074,0.35680638868183634,5441.5,5361.07,0.0,0.0,0,0.0,1.0
2000106,Rex block (polar),,75.55278247889713,45.964742296296045,2000,10,18,3592272,2368866.117647059,0.6997500000000001,17,2.570486068725586,0.5976144735938196,5437.8,5357.670588235294,0.0,0.0,0,0.058823529411764705,0.9411764705882353
2000107,Ridge,,46.645976439888294,-94.79320797673857,2000,10,22,2386845,1514583.0,0.678,5,3.4093260765075684,2.1453247843758723,5846.0,5825.3,1.0,0.0,0,0.0,0.0
2000108,Rex block,,74.43047338146822,-3.9430772100270657,2000,10,28,1849179,1386443.2857142857,0.6900000000000001,7,2.884340286254883,1.0734402502648106,5466.2,5401.814285714287,0.0,0.0,0,0.7142857142857143,0.2857142857142857
2000109,Rex block,,53.555240717482086,-66.9493326694609,2000,10,29,2262935,1076892.857142857,0.6188333333333333,7,3.697943687438965,2.7430044301660543,5785.8,5678.742857142858,0.14285714285714285,0.2857142857142857,0,0.42857142857142855,0.0
2000110,Ridge,,46.17121452231231,-44.57840390973362,2000,10,30,737707,600487.75,0.8366666666666666,4,3.2866358757019043,2.482243532484228,5847.2,5794.0,1.0,0.0,0,0.0,0.0
2000111,Ridge,,48.65965118410923,55.35915619141207,2000,11,1,1836277,1546050.5,0.715,4,4.343438148498535,3.2100797243699977,5774.8,5747.65,1.0,0.0,0,0.0,0.0
2000112,Rex block,,72.87478438307811,-2.728309268104647,2000,11,3,6257200,2901171.210526316,0.622611111111111,19,3.090953826904297,0.907212641503971,5534.2,5425.0684210526315,0.0,0.0,0,0.631578947368421,0.3684210526315789
2000113,Ridge,,49.198556045059156,-43.02085882631214,2000,11,5,3333650,1633235.0666666667,0.6939285714285715,15,4.0673136711120605,2.927306985138068,5819.2,5754.306666666666,0.4666666666666667,0.3333333333333333,0,0.13333333333333333,0.0
2000114,Rex block,,56.21351924160069,58.66242281830305,2000,11,6,3058851,1871130.0,0.7783333333333333,7,4.478669166564941,3.280609272781304,5769.0,5701.685714285714,0.0,0.14285714285714285,0,0.7142857142857143,0.0
2000115,Ridge,,44.80151716726148,-37.201978091381456,2000,11,7,1855701,1223539.75,0.8393333333333333,4,3.594791889190674,2.5192692262459024,5799.5,5776.125,1.0,0.0,0,0.0,0.0
2000116,Ridge,,45.102944369504996,38.13944267521866,2000,11,14,3004085,2115249.714285714,0.7403333333333334,7,3.723454475402832,2.362792646077055,5765.5,5741.628571428571,1.0,0.0,0,0.0,0.0
2000117,Ridge,,45.12199074063957,-119.2965460266989,2000,11,17,1404485,954054.8571428572,0.6814999999999999,7,5.4920196533203125,4.024030390954438,5766.8,5734.442857142857,1.0,0.0,0,0.0,0.0
2000118,Rex block,,71.6519092393781,-16.014926231697892,2000,11,19,3358522,2100858.6428571427,0.6843076923076923,14,4.257440567016602,1.414730305099511,5645.5,5425.464285714287,0.0,0.0,0,0.8571428571428571,0.14285714285714285
2000119,Rex block,,68.8134622667291,-168.3008671644133,2000,11,21,2821381,2193101.75,0.758,4,1.6347765922546387,0.6515446453032387,5335.0,5252.05,0.0,0.0,0,1.0,0.0
2000120,Rex block (polar),,78.2112462313718,67.47644886079469,2000,11,23,4158422,2061782.0,0.7243999999999999,11,2.2617697715759277,0.25514912798652,5264.5,5192.3090909090915,0.0,0.0,0,0.0,1.0
2000121,Ridge,,45.76824668700594,21.74828076554129,2000,11,28,4448674,2969328.0,0.6940666666666665,16,4.751896858215332,2.584464640813231,5851.8,5756.4875,0.4375,0.375,0,0.0625,0.0
2000122,Ridge,,43.439904536930534,-126.12258364938984,2000,12,1,4412586,2444271.625,0.7365714285714287,8,6.74208402633667,3.732277566064445,5818.2,5756.8875,0.625,0.25,0,0.0,0.0
2000123,Rex block,,66.84818374605675,-32.469922946354885,2000,12,3,5241858,2007448.4444444445,0.6896249999999999,9,2.430450916290283,1.2654898084419421,5378.5,5335.477777777778,0.0,0.0,0,1.0,0.0
2000124,Rex block,,73.15549460705256,-10.84723417067626,2000,12,3,3928332,3006242.25,0.7503333333333334,4,2.3731470108032227,1.3299384110738515,5276.8,5263.575,0.0,0.0,0,0.75,0.25
2000125,Rex block,,72.45174619429406,-5.5640506557922045,2000,12,13,8760682,4037940.285714286,0.6881594202898548,70,5.310964584350586,0.8125527392095753,5545.5,5323.17,0.0,0.0,0,0.5428571428571428,0.45714285714285713
2000126,Rex block (polar),,80.13061687845817,-62.48391192424033,2000,12,14,1264157,926205.25,0.616,4,1.126086711883545,0.20646704665555402,5365.8,5228.9,0.0,0.0,0,0.0,1.0
2000127,Rex block,,68.71925023400497,-25.259718258758177,2000,12,17,1114353,860169.25,0.7103333333333334,4,2.6286959648132324,1.154137311461862,5413.5,5370.425,0.0,0.0,0,1.0,0.0
2000128,Ridge,,40.71554228280395,80.68583084383417,2000,12,19,1054154,870045.0,0.8994285714285715,8,3.502678871154785,2.8196333141790495,5731.8,5697.25,1.0,0.0,0,0.0,0.0
2000129,Rex block,,62.60831507351918,-37.79795153891242,2000,12,21,5322455,3880842.6,0.7583333333333333,10,3.80094051361084,2.074112608449064,5630.2,5512.769999999999,0.0,0.0,0,1.0,0.0
2000130,Ridge,,41.93751688865295,-118.63151412539494,2000,12,25,2635625,1753289.6,0.7412142857142857,15,5.926120281219482,4.183120868491164,5874.8,5775.786666666667,1.0,0.0,0,0.0,0.0
